obs,personid,psu,hhld,id,sex,age,marital,ctzship,current_school,grade_comp,subject_training,need_train_more,mwrk_nsco1,mwrk_nsco4,mwrk_status,mwrk_cnrt_type,mwrk_nsic1,mwrk_nsic4,mwrk_orgtype,mwrk_enttype,mwrk_empnum,mwrk_tenure_envlv,usulhr_mwrk,prd_remu,amt_cashrs,rcvd_kind,faci_mktval,faci_paidval,hhsize,province,urbrur753,season,male,nevermarried,urban,educ,educ1,wage_daily,logwage_daily,avg_exp,avg_exp1,sq_avg_exp
3523,12621601,1262,16,1,Male,33,Married,Nepalese,No,Class 3,,Yes,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,5 years - 10 years,48,Daily,500,No,,,6,3,Rural,Rainy Season,1,0,0,3,3.5,500,6.2146082,5,5.5,30.25
3524,13730702,1373,7,2,Male,21,Never married,Nepalese,Yes,SLC and equiv.,Electrician,Yes,G,Subsistence crop farmers,Employee,Temporary,A," Growing of cereals (except rice), leguminous crops and oil ",,Private business,2-4 persons,Less than 6 months,42,Daily,500,No,,,3,3,Urban,Rainy Season,1,1,1,11,11.5,500,6.2146082,0,0.5,0.25
3525,10271301,1027,13,1,Male,31,Married,Nepalese,No,Class 4,,No,J,Mining and quarrying labourers,Employee,Temporary,B," Quarr ying of stone, sand and clay",,Private business,2-4 persons,Less than 6 months,21,Daily,500,No,,,4,1,Urban,Winter Season,1,0,1,4,4.5,500,6.2146082,0,0.5,0.25
3526,12111001,1211,10,1,Male,52,Married,Nepalese,,Nursery/LKG/UKG,,Yes,J,Crop farm labourers,Employee,Temporary,A,Growing of sugar cane,,Private business,2-4 persons,10 years or more,48,Daily,500,No,,,5,2,Rural,Winter Season,1,0,0,0,0.5,500,6.2146082,10,10.5,110.25
3527,11501003,1150,10,3,Male,24,Never married,Nepalese,No,Nursery/LKG/UKG,,Yes,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,5 years - 10 years,48,Daily,500,No,,,4,1,Urban,Rainy Season,1,1,1,0,0.5,500,6.2146082,5,5.5,30.25
3528,17201101,1720,11,1,Male,31,Married,Nepalese,No,Class 7,,Yes,I," Car, taxi and van drivers",Employee,Temporary,H,Other passenger land transpor t,,Private business,2-4 persons,1 year - 3 years,63,Daily,500,No,,,4,6,Urban,Dry Season,1,0,1,7,7.5,500,6.2146082,1,1.5,2.25
3529,11931805,1193,18,5,Male,16,Never married,Nepalese,No,Nursery/LKG/UKG,,No,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Don?t know,2-4 persons,Less than 6 months,56,Daily,500,No,,,7,2,Urban,Rainy Season,1,1,1,0,0.5,500,6.2146082,0,0.5,0.25
3530,15211201,1521,12,1,Male,33,Married,Nepalese,No,Class 8,Electrician,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,10 years or more,43,Daily,500,No,16000,,5,4,Urban,Winter Season,1,0,1,8,8.5,500,6.2146082,10,10.5,110.25
3531,14600801,1460,8,1,Male,60,Married,Nepalese,,Nursery/LKG/UKG,,No,J,Building construction labourers,Employee,Temporary,,,,,,10 years or more,56,Daily,500,No,,,3,4,Rural,Rainy Season,1,0,0,0,0.5,500,6.2146082,10,10.5,110.25
3532,16761901,1676,19,1,Male,59,Married,Nepalese,,Nursery/LKG/UKG,,No,H,Carpenters and joiners,Employee,Temporary,C,Manufacture of builders’ carpentry and joinery,,Private business,2-4 persons,Less than 6 months,60,Daily,500,No,,,6,5,Rural,Rainy Season,1,0,0,0,0.5,500,6.2146082,0,0.5,0.25
3533,15910701,1591,7,1,Male,44,Married,Nepalese,,Class 2,,No,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,1 year - 3 years,56,Daily,500,No,,,4,5,Rural,Dry Season,1,0,0,2,2.5,500,6.2146082,1,1.5,2.25
3534,18971703,1897,17,3,Male,35,Married,Nepalese,No,SLC and equiv.,,No,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,6 months - 1 year,48,Daily,500,No,,,6,7,Rural,Dry Season,1,0,0,11,11.5,500,6.2146082,0.5,1,1
3535,11201701,1120,17,1,Male,37,Married,Nepalese,No,Class 2,,Yes,H,Carpenters and joiners,Employee,Temporary,C,Manufacture of builders’ carpentry and joinery,,Private business,2-4 persons,3 years - 5 years,56,Daily,500,No,,,5,1,Urban,Rainy Season,1,0,1,2,2.5,500,6.2146082,3,3.5,12.25
3536,11731801,1173,18,1,Female,30,Married,Nepalese,No,Nursery/LKG/UKG,,No,J,Crop farm labourers,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,5 years - 10 years,56,Daily,500,No,,,7,2,Rural,Rainy Season,0,0,0,0,0.5,500,6.2146082,5,5.5,30.25
3537,18970801,1897,8,1,Male,48,Married,Nepalese,,Class 3,,No,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,1 year - 3 years,48,Daily,500,No,,,5,7,Rural,Dry Season,1,0,0,3,3.5,500,6.2146082,1,1.5,2.25
3538,14880201,1488,2,1,Male,29,Married,Nepalese,No,Class 6,,Yes,J,Hand packers,Employee,Temporary,C,Manufacture of bakery products,Private nonfinancial institution,Private business,10-19 persons,Less than 6 months,84,Daily,500,No,,,2,4,Urban,Dry Season,1,0,1,6,6.5,500,6.2146082,0,0.5,0.25
3539,12270101,1227,1,1,Male,59,Single woman/man,Nepalese,,Class 2,,Yes,J,Crop farm labourers,Employee,Temporary,A,Support activities for crop production,,Private business,2-4 persons,10 years or more,55,Daily,500,No,,,1,2,Urban,Dry Season,1,0,1,2,2.5,500,6.2146082,10,10.5,110.25
3540,12481501,1248,15,1,Male,42,Married,Nepalese,,Nursery/LKG/UKG,,Yes,J,Crop farm labourers,Employee,Temporary,A,Support activities for crop production,,Private business,10-19 persons,Less than 6 months,70,Daily,500,Yes,,,6,2,Rural,Rainy Season,1,0,0,0,0.5,500,6.2146082,0,0.5,0.25
3541,10791601,1079,16,1,Male,60,Married,Nepalese,,Nursery/LKG/UKG,,No,H,Bricklayers and related workers,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,10 years or more,56,Daily,500,No,,,6,1,Rural,Rainy Season,1,0,0,0,0.5,500,6.2146082,10,10.5,110.25
3542,16242007,1624,20,7,Male,22,Married,Nepalese,No,Class 5,,Yes,J,Civil engineering labourers,Employee,Temporary,F,Construction of other civil engineering projects,Private nonfinancial institution,Private business,20 persons and more,Less than 6 months,56,Daily,500,No,,,9,5,Rural,Winter Season,1,0,0,5,5.5,500,6.2146082,0,0.5,0.25
3543,12011905,1201,19,5,Male,32,Married,Nepalese,No,Nursery/LKG/UKG,,No,J,Civil engineering labourers,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,1 year - 3 years,48,Daily,500,No,,,8,2,Urban,Dry Season,1,0,1,0,0.5,500,6.2146082,1,1.5,2.25
3544,10862003,1086,20,3,Male,22,Married,Nepalese,No,Class 3,,No,J,Freight handlers,Employee,Temporary,H,Freight transport by road,,Private business,2-4 persons,Less than 6 months,54,Daily,500,No,,,9,1,Rural,Dry Season,1,0,0,3,3.5,500,6.2146082,0,0.5,0.25
3545,17511401,1751,14,1,Male,69,Married,Nepalese,,Nursery/LKG/UKG,,No,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,1 person,10 years or more,56,Daily,500,No,21000,,6,6,Urban,Dry Season,1,0,1,0,0.5,500,6.2146082,10,10.5,110.25
3546,16201701,1620,17,1,Male,38,Single woman/man,Nepalese,No,Nursery/LKG/UKG,,No,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Don?t know,2-4 persons,10 years or more,48,Daily,500,No,,,7,5,Rural,Dry Season,1,0,0,0,0.5,500,6.2146082,10,10.5,110.25
3547,16310102,1631,1,2,Female,63,Married,Nepalese,,Nursery/LKG/UKG,,No,J,Crop farm labourers,Employee,Temporary,A,Growing of rice,,Don?t know,2-4 persons,Less than 6 months,9,Daily,500,No,,,2,5,Urban,Rainy Season,0,0,1,0,0.5,500,6.2146082,0,0.5,0.25
3548,11231803,1123,18,3,Male,41,Married,Nepalese,,SLC and equiv.,,No,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,1 year - 3 years,41,Daily,500,No,,,7,1,Rural,Dry Season,1,0,0,11,11.5,500,6.2146082,1,1.5,2.25
3549,12061601,1206,16,1,Male,52,Married,Nepalese,,Nursery/LKG/UKG,,No,J,Crop farm labourers,Employee,Temporary,A,Support activities for crop production,,Don?t know,2-4 persons,Less than 6 months,42,Daily,500,Yes,,,6,2,Urban,Rainy Season,1,0,1,0,0.5,500,6.2146082,0,0.5,0.25
3550,17281601,1728,16,1,Male,33,Married,Nepalese,No,Class 10,,Yes,H," Glass makers, cutters, grinders and finishers",Employee,Temporary,C,Sawmilling and planing of wood,,Private business,2-4 persons,Less than 6 months,56,Daily,500,No,,,5,6,Urban,Dry Season,1,0,1,10,10.5,500,6.2146082,0,0.5,0.25
3551,11400301,1140,3,1,Male,53,Married,Nepalese,,Class 4,,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,Less than 6 months,63,Daily,500,No,4000,,2,1,Urban,Dry Season,1,0,1,4,4.5,500,6.2146082,0,0.5,0.25
3552,11741701,1174,17,1,Male,36,Married,Nepalese,No,Nursery/LKG/UKG,,No,J,Mining and quarrying labourers,Employee,Temporary,B," Quarr ying of stone, sand and clay",,Private business,5-9 persons,5 years - 10 years,48,Daily,500,No,,,6,2,Urban,Dry Season,1,0,1,0,0.5,500,6.2146082,5,5.5,30.25
3553,10780703,1078,7,3,Male,22,Never married,Indian,No,Class 8,,No,H,Carpenters and joiners,Employee,Temporary,C,Manufacture of furniture,,Don?t know,2-4 persons,1 year - 3 years,70,Daily,500,No,,,3,1,Rural,Dry Season,1,1,0,8,8.5,500,6.2146082,1,1.5,2.25
3554,16321303,1632,13,3,Male,19,Never married,Nepalese,No,Class 9,,Yes,J,Freight handlers,Employee,Temporary,H,Freight transport by road,,Don?t know,2-4 persons,Less than 6 months,70,Daily,500,No,,,5,5,Rural,Rainy Season,1,1,0,9,9.5,500,6.2146082,0,0.5,0.25
3555,12321101,1232,11,1,Male,59,Married,Nepalese,,Nursery/LKG/UKG,,Yes,H,Roofers,Employee,Temporary,F,Construction of buildings,,Don?t know,2-4 persons,10 years or more,56,Daily,500,No,,,7,2,Rural,Rainy Season,1,0,0,0,0.5,500,6.2146082,10,10.5,110.25
3556,16841605,1684,16,5,Male,24,Married,Nepalese,No,Class 7,,Yes,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,Less than 6 months,56,Daily,500,No,,,5,6,Rural,Winter Season,1,0,0,7,7.5,500,6.2146082,0,0.5,0.25
3557,10390403,1039,4,3,Male,38,Never married,Nepalese,No,Nursery/LKG/UKG,,No,H,Carpenters and joiners,Employee,Temporary,F,Construction of buildings,,Don?t know,2-4 persons,3 years - 5 years,56,Daily,500,No,,,3,1,Rural,Dry Season,1,1,0,0,0.5,500,6.2146082,3,3.5,12.25
3558,10761501,1076,15,1,Male,38,Married,Nepalese,No,Nursery/LKG/UKG,,Yes,J,Crop farm labourers,Employee,Temporary,A,Support activities for crop production,,Don?t know,5-9 persons,10 years or more,56,Daily,500,No,,,5,1,Rural,Winter Season,1,0,0,0,0.5,500,6.2146082,10,10.5,110.25
3559,17821805,1782,18,5,Male,24,Never married,Nepalese,No,Class 6,,Yes,J,Civil engineering labourers,Employee,Temporary,F,Construction of roads and railways,,Don?t know,5-9 persons,3 years - 5 years,38,Daily,500,No,,,7,7,Urban,Winter Season,1,1,1,6,6.5,500,6.2146082,3,3.5,12.25
3560,11821802,1182,18,2,Male,30,Married,Nepalese,No,Class 2,,No,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,Less than 6 months,16,Daily,500,No,,,8,2,Urban,Winter Season,1,0,1,2,2.5,500,6.2146082,0,0.5,0.25
3561,17461001,1746,10,1,Male,54,Married,Nepalese,,Nursery/LKG/UKG,,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Don?t know,5-9 persons,Less than 6 months,16,Daily,500,No,,,6,6,Rural,Rainy Season,1,0,0,0,0.5,500,6.2146082,0,0.5,0.25
3562,11961801,1196,18,1,Male,36,Married,Nepalese,No,SLC and equiv.,,No,J,Crop farm labourers,Employee,Temporary,A,Support activities for crop production,,Private business,5-9 persons,5 years - 10 years,48,Daily,500,No,,,7,2,Urban,Dry Season,1,0,1,11,11.5,500,6.2146082,5,5.5,30.25
3563,13040201,1304,2,1,Female,42,Married,Nepalese,,Class 8,,Yes,H,Painters and related workers,Employee,Temporary,F,Building completion and finishing,,Private business,2-4 persons,5 years - 10 years,48,Daily,500,No,,,1,3,Urban,Winter Season,0,0,1,8,8.5,500,6.2146082,5,5.5,30.25
3564,10442001,1044,20,1,Male,51,Married,Nepalese,,Nursery/LKG/UKG,,No,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Don?t know,2-4 persons,6 months - 1 year,36,Daily,500,No,,,8,1,Urban,Rainy Season,1,0,1,0,0.5,500,6.2146082,0.5,1,1
3565,16642002,1664,20,2,Female,41,Married,Nepalese,,Nursery/LKG/UKG,,Yes,J,Freight handlers,Employee,Temporary,A,Mixed farming ,,Don?t know,2-4 persons,10 years or more,56,Daily,500,No,,,9,6,Urban,Rainy Season,0,0,1,0,0.5,500,6.2146082,10,10.5,110.25
3566,18811101,1881,11,1,Male,37,Married,Nepalese,No,Class 10,,No,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,6 months - 1 year,47,Daily,500,No,,,5,7,Rural,Dry Season,1,0,0,10,10.5,500,6.2146082,0.5,1,1
3567,16700901,1670,9,1,Male,36,Never married,Nepalese,No,Class 4,,No,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Don?t know,5-9 persons,Less than 6 months,63,Daily,500,No,,,3,5,Rural,Dry Season,1,1,0,4,4.5,500,6.2146082,0,0.5,0.25
3568,10901702,1090,17,2,Female,48,Married,Nepalese,,Nursery/LKG/UKG,,Yes,H,Roofers,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,10 years or more,70,Daily,500,No,,,6,1,Urban,Winter Season,0,0,1,0,0.5,500,6.2146082,10,10.5,110.25
3569,16660601,1666,6,1,Male,58,Married,Nepalese,,Nursery/LKG/UKG,,No,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,3 years - 5 years,42,Daily,500,No,,,3,5,Rural,Rainy Season,1,0,0,0,0.5,500,6.2146082,3,3.5,12.25
3570,10220601,1022,6,1,Male,45,Married,Nepalese,,Nursery/LKG/UKG,,Yes,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Don?t know,5-9 persons,Less than 6 months,56,Daily,500,No,,,3,1,Rural,Rainy Season,1,0,0,0,0.5,500,6.2146082,0,0.5,0.25
3571,10791501,1079,15,1,Male,38,Married,Nepalese,No,Nursery/LKG/UKG,,No,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,10 years or more,48,Daily,500,No,,,6,1,Rural,Rainy Season,1,0,0,0,0.5,500,6.2146082,10,10.5,110.25
3572,16971906,1697,19,6,Male,45,Married,Nepalese,,Class 5,,No,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,10 years or more,56,Daily,500,No,,,7,6,Urban,Dry Season,1,0,1,5,5.5,500,6.2146082,10,10.5,110.25
3573,18551103,1855,11,3,Male,29,Married,Nepalese,No,Class 2,,Yes,J,Civil engineering labourers,Employee,Temporary,F,Construction of roads and railways,,Private business,2-4 persons,Less than 6 months,48,Daily,500,No,,,6,7,Rural,Dry Season,1,0,0,2,2.5,500,6.2146082,0,0.5,0.25
3574,18282001,1828,20,1,Male,44,Married,Nepalese,,Class 7,,No,H,Carpenters and joiners,Employee,Temporary,C,Manufacture of builders’ carpentry and joinery,,Private business,2-4 persons,Less than 6 months,42,Daily,500,No,,,13,7,Urban,Winter Season,1,0,1,7,7.5,500,6.2146082,0,0.5,0.25
3575,11821803,1182,18,3,Female,28,Married,Nepalese,No,Class 4,,No,J,Crop farm labourers,Employee,Temporary,A,Support activities for crop production,,Private business,2-4 persons,Less than 6 months,8,Daily,500,No,,,8,2,Urban,Winter Season,0,0,1,4,4.5,500,6.2146082,0,0.5,0.25
3576,11811101,1181,11,1,Male,32,Married,Nepalese,No,Nursery/LKG/UKG,,Yes,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,5 years - 10 years,56,Daily,500,No,,,5,2,Urban,Dry Season,1,0,1,0,0.5,500,6.2146082,5,5.5,30.25
3577,11251701,1125,17,1,Male,40,Married,Nepalese,No,Class 2,,Yes,J,Crop farm labourers,Employee,Temporary,A,Support activities for crop production,,Private business,2-4 persons,10 years or more,48,Daily,500,No,,,6,1,Rural,Rainy Season,1,0,0,2,2.5,500,6.2146082,10,10.5,110.25
3578,18221001,1822,10,1,Male,38,Married,Nepalese,No,Nursery/LKG/UKG,,Yes,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,Less than 6 months,28,Daily,500,No,,,4,7,Rural,Rainy Season,1,0,0,0,0.5,500,6.2146082,0,0.5,0.25
3579,10980402,1098,4,2,Female,24,Married,Nepalese,No,Class 4,,No,J,Crop farm labourers,Employee,Temporary,A,Growing of fibre crops,,Don?t know,2-4 persons,5 years - 10 years,18,Daily,500,No,3500,,3,1,Urban,Rainy Season,0,0,1,4,4.5,500,6.2146082,5,5.5,30.25
3580,10920602,1092,6,2,Male,16,Never married,Nepalese,Yes,Class 7,,No,J,Civil engineering labourers,Employee,Temporary,F,Construction of buildings,,Don?t know,5-9 persons,1 year - 3 years,50,Daily,500,No,,,3,1,Urban,Rainy Season,1,1,1,7,7.5,500,6.2146082,1,1.5,2.25
3581,18132014,1813,20,14,Male,42,Married,Nepalese,,Nursery/LKG/UKG,,No,H,Bricklayers and related workers,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,Less than 6 months,56,Daily,500,No,,,27,7,Urban,Dry Season,1,0,1,0,0.5,500,6.2146082,0,0.5,0.25
3582,11361501,1136,15,1,Male,69,Single woman/man,Nepalese,,Nursery/LKG/UKG,,No,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,1 person,1 year - 3 years,24,Daily,500,No,300,,6,1,Rural,Rainy Season,1,0,0,0,0.5,500,6.2146082,1,1.5,2.25
3583,18291301,1829,13,1,Male,44,Married,Nepalese,,Nursery/LKG/UKG,,No,J,Crop farm labourers,Employee,Temporary,A,Growing of tropical and subtropical fruits,,Private business,2-4 persons,1 year - 3 years,65,Daily,500,No,,,5,7,Urban,Winter Season,1,0,1,0,0.5,500,6.2146082,1,1.5,2.25
3584,18731104,1873,11,4,Male,15,Never married,Nepalese,Yes,Class 7,,No,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,Less than 6 months,48,Daily,500,No,,,5,7,Urban,Winter Season,1,1,1,7,7.5,500,6.2146082,0,0.5,0.25
3585,17932002,1793,20,2,Female,37,Married,Nepalese,No,Nursery/LKG/UKG,,Yes,J,Freight handlers,Employee,Temporary,F,Construction of buildings,,Don?t know,2-4 persons,Less than 6 months,35,Daily,500,No,,,6,7,Rural,Dry Season,0,0,0,0,0.5,500,6.2146082,0,0.5,0.25
3586,16750303,1675,3,3,Male,20,Never married,Nepalese,No,Class 6,,Yes,J,Civil engineering labourers,Employee,Temporary,F,Construction of roads and railways,,Don?t know,10-19 persons,Less than 6 months,56,Daily,500,No,,,3,5,Rural,Dry Season,1,1,0,6,6.5,500,6.2146082,0,0.5,0.25
3587,15450101,1545,1,1,Male,58,Married,Nepalese,,Class 5,,No,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,Less than 6 months,30,Daily,500,No,,,3,5,Urban,Winter Season,1,0,1,5,5.5,500,6.2146082,0,0.5,0.25
3588,11561101,1156,11,1,Male,52,Married,Nepalese,,Class 10,,No,J,Freight handlers,Employee,Temporary,H,Freight transport by road,,Private business,2-4 persons,10 years or more,84,Daily,500,No,,,4,1,Urban,Rainy Season,1,0,1,10,10.5,500,6.2146082,10,10.5,110.25
3589,12482006,1248,20,6,Male,17,Never married,Nepalese,Yes,Class 7,,No,H,Welders and flamecutters,Employee,Temporary,C,Manufacture of structural metal products,,Private business,2-4 persons,6 months - 1 year,48,Daily,500,No,,,8,2,Rural,Rainy Season,1,1,0,7,7.5,500,6.2146082,0.5,1,1
3590,13600201,1360,2,1,Male,65,Never married,Nepalese,,Nursery/LKG/UKG,,No,H," Handicraft workers in wood, basketry and related materials",Employee,Temporary,C,Manufacture of other products of wood; manufacture of artic,,Private business,1 person,5 years - 10 years,55,Daily,500,No,,,1,3,Rural,Rainy Season,1,1,0,0,0.5,500,6.2146082,5,5.5,30.25
3591,10132005,1013,20,5,Male,22,Never married,Nepalese,No,Class 6,,Yes,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,Less than 6 months,56,Daily,500,No,20000,,8,1,Rural,Dry Season,1,1,0,6,6.5,500,6.2146082,0,0.5,0.25
3592,11441201,1144,12,1,Male,59,Married,Nepalese,,Nursery/LKG/UKG,,No,J,Civil engineering labourers,Employee,Temporary,F,Construction of buildings,,Don?t know,5-9 persons,5 years - 10 years,40,Daily,500,No,,,5,1,Rural,Winter Season,1,0,0,0,0.5,500,6.2146082,5,5.5,30.25
3593,10981102,1098,11,2,Male,51,Married,Nepalese,,Nursery/LKG/UKG,,No,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Don?t know,5-9 persons,3 years - 5 years,63,Daily,500,No,,,5,1,Urban,Rainy Season,1,0,1,0,0.5,500,6.2146082,3,3.5,12.25
